no,full_text,class
387,banyak angkot lyn yang punya itu perseorangan bukan swasta yg stable atau dikelola pemerintah makanya supir angkotnya sesuka2 mereka sendiri dan dishubnya jg gak ngerasa butuh ngatur mereka kalo misal angkot modern ky jaklingko wirawiri suroboyo itu bisa disebut udh layak,0
388,Berasa udah lama ga naik jaklingko,0
389,Min Transjakarta ini cek bustop jaklingko yang bener di mana ya Ada tutorialnya ga Pake moovit ga akurat pake apps tije ga ketemu menunya Bikin emosi asli ditolak jaklingko berkali2 gara2 ikut bustop di aplikasi moovit tapi jaklingkonua cuma mau brenti di bustop doang,1
390,yoi jalan kaki 15km ke stasiun yang jalannya gak ramah sepeda amp kudu 2 kali ganti jaklingko,0
391,Transjakarta Min berarti atm dki yg merah itu beneran bisa Ga usah pake kartu jaklingko,0
392,Radio wajib JakLingko 93 2 Hot FM Nama radionya aja udh kya gtu kebayang dong lagu2nya gimanaa,0
393,bro wml besok akan coba jaklingko lg kalo masih salah this proves how fucking stupid i am bro,0
394,Transjakarta Beberapa bukan lalu naik jaklingko di depan stasiun lenteng agung Tap pakai flazz gak bisa malah dimarahin sama sopir,2
395,Hai kak untuk pembelian kartu Jaklingko dapat dilakukan di halte Transjakarta yang sudah tersedia Vending machine Berikut lokasi vending machine yang tersedia di halte Transjakarta Terima kasih MB,0
396,easy kalau u livin di jkt kalau transport umum macam tj krl jaklingko mrt sama lrt okelah Tapi coba u orang bekasi liat angkot yg dri dulu ngga pernah diimprove mank dari rumah ke halte atau stasiun paling feasible bawa motor trus dititip seharian ada jasa dan tempatnya,0
397,12 06 23 Suatu hari memahami rute angkot jaklingko sungguh berfaedah ya,0
398,Bener komen sebelumnya jaklingko ruang terbuka publik trotoar lebar pelican crossing alih alih JPO ini kelihatan sederhana tapi kerasa banget manfaatnya Dan ga semua gubernur punya political willingness ke arah sana kan Yang dulu2 sukanya bikin toooool terus di dalam kota,1
399,indahnya hidupku LRT Jaklingko Busway pulang pergi gawe,1
400,Transjakarta iyaa benerr dulu awal thn flazz msh gabisa makanya gue beli kartu jaklingko eh tp ternyata udh bisa ternyataa,0
401,Koridor 9 itu padet banget loh apalagi jam pp kerja Koridor 9c kosong plong sekali lewat semanggi juga udah keisi penuh Belum lagi kereta jaklingko ini membantu kalau mau ke halte tapi jam pagi langka banget sekalinya muncul udah penuh Alias emang Jkt nya aja yg overpoluasi,1
402,Iya benar kak apabila pelanggan menggunakan kartu ber Logo Jaklingko akan berlaku tarif Integrasi selama perpindahan antar bus Transjakarta tidak melebihi 3 Jam Pastikan melakukan Tap Out agar terbaca sistem Terima kasih ZL,0
403,nunggu jaklingko otw memantau proyek,0
404,Jaklingko kartunya,0
405,Transjakarta yth jaklingko ini saya dpt history transaksi dr cust care transjakarta jd ada sistem error pada saat tap in di halte tosari jd saldo e money saya terpotong Rp 3 500 Apa bisa di refund saldo saya yg terpotong 2 kali,2
406,Transjakarta Dari sepengalaman saya Kartu berlogo jaklingko pakai skema tarif OkOtrip beda dan ngga bisa digabung sama tarif integrasi Coba pakai kartu lain saja lalu ditempel ke alat BCT yang warna hitam yang ada di halte untuk dapat tarif integrasi,0
407,Perpus tim nder tinggal ke st cikini terus bisa jalan kaki lurus aja baliknya bisa jaklingko Taman literasi blok m juga bisa kalau lagi jam sepinya turun sudirman lanjut mrt turn di mrt blok m sebelahnya udah taman literasi perpusnya jg bisa tp lanjut ojol dr stasiunn,0
408,Hai kak kartu berlogo Jaklingko bisa kaka dapatkan di Vending Machine yang terdapat dihalte halte Transjakarta dan juga dapat melakukan Top up pada Vending Machine Terima kasih DPS,0
409,alhamdulillah kejawab gue sampe bingung yg pernah denger cerita jaklingko cuma buat orang jakarta,0
410,jkt mungkin lebih ke fasilitas Transportasi Umum yang beragam ya Jaklingko Transjakarta Stasiun yang deket saya sih mau,1
411,Transjakarta Admin buat dapet kartu jaklingko harus kemana ta,0
412,Dan gw orang yang suka banget naik transum cuma masalahnya halte busway ke rumah gw mayan jauh klo naik angkot lamanya bukan maen tua dijalan naik jaklingko belum ke cover rutenya di depan rumah So motor adalah opsi terbaik dan efektif untuk saat ini,2
413,min pintu selatan st tanah abang yg akses ke jaklingko knp ditutup setelah jam 5 Padahal sy yg pulang malam masih membutuhkan akses untuk naik jaklingko,2
414,Hai kak kartu berlogo Jaklingko bisa kaka dapatkan di Vending Machine yang terdapat dihalte halte Transjakarta dan juga dapat melakukan Top up pada Vending Machine Terima kasih LM,0
415,Jaklingko juga dibuat sebagai aksi merangkul Anies untuk mempermudah warga DKI yang rutin menggunakan transportasi umum,0
416,Transjakarta serius dah mesin kalian knpa si susah bgt buat beli jaklingko kalo ga kartunya habis scan qris gabisa bayar cash uangnya ga kebaca mending balikin aja dah ke awal petugas sama pengguna yg transaksi gausah pake mesin,2
417,Transjakarta klo jaklingko pakai e money mandiri brizzi bri bisa gak,0
418,Kok jaklingko yg di foto lucu ada tulisan geraknya Ini daerah mana deh yg mobilny dah kea gitu,0
419,gue tu gamau ngeluh karna tj tp ASLI YA CAPEK BET MO BELI JAKLINGKO AJA SUSAH gmna si mesinnya gaada yg bisa qris bayar gabisa pake uang baru gamau heran mending balik awal aja dah sistem beli kayak dlu ke petugasnya langsung capek bgt dri kmrn,2
420,Transjakarta Kapan kartu jaklingko versi emoney keluar lagi,0
421,skrg angkot jadi barbar banyak scam macam kopaja jaman dulu klo udah keburu bobrok ya emang harus pemerintah bantu kayak awal busway oleh bang yos KRL jg dibenerin angkot jakarta digandeng jaklingko,1
422,Program Jaklingko adalah bentuk sikap merangkul Anies dalam menangani kemacetan jakarta,1
423,Transjakarta Min klo mo beli FLAZZ yg ada logo JakLingko dmn ya Keliling2 halte selalu habis Tks,2
424,springsnow9 nah ituuu awalnya aku taunya cuma pake kartu jaklingko makanya masih maju mundur mau nyobain skrg udah clear kartu apa aja yang bisa dipake jadi bolelaah kita coba hehee,0
425,mungkin bisa naik jaklingko nder karena lumayan nder jaraknya kalo mau jalan pagi enak nder kalo siang panas bgt,1
426,Transjakarta Min kalo yg tap kedua kali cuma seharga 1500 ttp cuma kartu jaklingko ya,1
427,Transjakarta Jaklingko masih wajib kayanya emang beda sendiri kemarin ditegur galak banget sama pak sopir gara gara gak pakai masker padahal bawa cuma belum dipakai aja,2
428,Perlu pembaharuan dan perbanyak rute2 kecil yang dapat mengakses masyarakat didekat pemukiman Jaklingko awalan yg baik tetapi masih banyak yg harus di benahi dari segala instrumen agar moda transportasi umum ini dapat berjalan dengan baik,1
429,Jaklingko soalnya gratis,1
430,Transjakarta Hampir semua jurusan jaklingko pengemudi mikrotrans ugal ugalan Jadi tidak perlu dicatat nomor body dan lain lain Tidak perlu penindakan Yang diperlukan adalah pemahaman dari pengemudi bagaimana mengemudikan kendaraan umum di jalanan Karena mereka kan bukan angkot regular,2
431,Belum lagi durasi antara aku jalan kaki dari rumah menuju halte jaklingkodan durasi menunggu yg tidak pasti kalau aku harus menuju TJ menggunakan jaklingko yg tentu saja tdk lgsg ke halte bisa2 menghabiskan lebih dr 40 menit hanya untuk menuju halte TJ,2
432,Transjakarta Tp kartu Flazz BCA saya gk ada tulisan Jaklingko min Edisi baru ya,0
433,jaklingko masi hrs pake,0
434,Transjakarta Di mana bisa dapet kartu jaklingko,0
435,Transjakarta min mau tanya kalau beli kartu jaklingko langsung di halte apa sudah langsung kedaftar tarif integrasi,0
436,Transjakarta Buat jaklingko M35 JAK23 yang deket pasar genjing please taro bus stop arah senen tuh yang samping halte busway pasar genjing banget gitu loh Ini orang dari naik tj mesti jalan kaki dulu jauh baru bisa naik Katanya kan integrasi,2
437,Transjakarta mau naik di plamerah jak 11 12 lupa waktu itu udah agak lama tapi yaudahlah biar ga ribet setelah itu nyesuaiin aja pake kartu yg jaklingko beli baru,2
438,Transjakarta jaklingko udah bebas gapake masker kah Tadi saya naik jaklingko supirnya ga pake masker,0
439,min tanya dong kalau hanya terdaftar di DTKS saja bukan anak dari pengumi jaklingko atau pemegang KPJ apa bisa ikut daftar Jalur afirmasi kedua terima kasih,0
440,recap perjalanan pulang hari ini w habis asal naik jaklingko trs diceramahi pak supirnya lalu jadi diajarin adat istiadat karena smsm batak disuruh manggil tulang kurleb nasehatnya sama kek bapak saya tbtb berasa ngomong sama tulang beneran anjir,0
441,Agak annoying nih angkot2 ini ngetem di bus stop Jaklingko krn akhirnya jaklingkonya jd ga mau berhenti kalau ada angkot2 ini Transjakarta,2
442,Transjakarta Min kartu jaklingko bisa didapat di mana ya Untuk pengisiannya lewat mana,0
443,Supir jaklingko gue selera musiknya bagus euy,1
444,Transjakarta Trus beli kartu ini dgn logo jaklingko ini Tq,0
445,Transjakarta Selamat sore bapak ibu Saya ingin bertanya apakah jika kita naik Jaklingko turunnya harus di halte Atau boleh turun di mana saja Terima kasih,0
446,Transjakarta Maksudnya kartu yg gak ada logo jaklingko bisa dipakai juga kan,0
447,Transjakarta kalau saran aku mendingan beli kartu Jaklingko bank lain yang tersedia di vending machine di shelter busway karena kadang nggak smua vending machine ada ready stok kartu di marketplace kayak shop juga harus rajin nanya stok langsung ke sellernya baru CO,0
448,Transjakarta Tolong pramudi jaklingko diberikan training lagi soal mengemudi Belakangan banyak yang kebut kebutan Padahal apa yg dikejar Kan tdk ada setoran Atau bisa juga kecepatannya dikunci maksimum 50km jam Karena banyak penumpang yg lansia Kasihan ajrut2an di dalam angkot,2
449,Boleh lepas masker di angkutan umum Jakarta Kamu tim mana nih pakaimasker lepasmasker dishubjakarta jaklingko transjakarta mrt dishubdki kemenhub krl commuterline aturanmasker,0
450,Hai kak Layanan Mikrotrans merupakan unit armada yang di sediakan untuk meyalani pelanggan ke tempat tujuan sementara Jaklingko merupakan sistem pembayaran yang terintregasi dengan berbagai moda transportasi lainya Tks DPS,0
451,Oalahhb baru tau anjay gua kira cuma yang logo jaklingko doang,0
452,Transjakarta Knp di bbrp moda jaklingko kartu flazz bca tidak terbaca ya min,2
453,Hai kak saat ini tarif integrasi intermoda hanya tersedia pada aplikasi Jaklingko ya Kak Berikut informasi nya Terima kasih LM,0
454,Setuju harus ditata ulang jalurnya Angkot kwk mikrolet masih ada yg bertahan negosisasinya alot banget ada yg masih blm mau ikut jaklingko sayang banget kalo gak diterusin ekspansinya yg sblmnya gak ada mangkal2 depan mall perempatan skg di diemin satpol pp,1
455,Tetep harus kartu jaklingko tapi skrg banknya ada lima,0
456,Transjakarta Min Rute mikrolet 42 mampang ragunan gak ada jaklingko Sedih tau jalan kaki jauh2 jd gak wangi lagi,2
457,Gw pernah nyoba sekali naik Transport umum buat kerja kebetulan kerjaan gw ga terjangkau sama TJ adapun 5 kiloan dari tempat kerja sisanya ya harus naik jaklingko ada jaklingko tapi itu lama banget sumpah alhasil nyoba jalan kaki aja dan sampe kerjaan BUASAH POL gerah,2
458,Transjakarta Min kartu jaklingko tolong dong di halte duri kepa sama di halte kebon jeruk tolong di adain kosong terus,2
459,Transjakarta loh loh udah bisa toh kirain harus pake kartu Jaklingko doang,0
460,Hidupkan lagi aja 9H cipedak blok m Dan saya akan balik naik tj Kalo harus muter2 naik jaklingko jd telat,2
461,Transjakarta nah ini supir nya ada yang begitu harus kartu yg desainnnya jaklingko padahal sama aja cuma beda desain gambar di kartuya aja,2
462,Transjakarta ada supir yg nolak harus pake kartu yg desain nya jaklingko,2
463,gapernah ini yg model angkot itu kan ya soalnya dulu cuma bisa pake kartu jaklingko yg mana gue ga punya,0
464,eman Transjakarta Klo ini kita pakei karru jaklingko pun jg mesin ga terima klo blm suport bank tertentu,2
465,ada yg tahu cara mutasi cek riwayat pemakaian kartu jaklingko dimana,0
466,Transjakarta Kartu multi trip KMT kapan bisa dipakai buat jaklingko,0
467,Transjakarta kartu dki jaklingko bisa dibeli di mana min,0
468,Transjakarta mikrotrans sama jaklingko beda ya,0
469,Transjakarta Ada flazz yg khusus jaklingko gitu min Kemaren mau pake flazz gabisa kata abangnya,0
470,Transjakarta Ini ga ada tulisan kartu berlogo jaklingko berarti bisa donk kartu emoney biasa,0
471,Transjakarta sebelum ada postingan ini saya udah pernah berdebat sama salah satu driver jaklingko 84 saya kan berkerja di bidang yg memakai sistem tapping STI,0
472,Transjakarta Sy punya jaklingko BNI dan DKI ada jg Flazz,0
473,jaklingko banyakin,1
474,Transjakarta Klau sy bingungnya ad plang bus stop jaklingko yg bus transjakarta noj BRT tdk mau bhenti Mungkin perlu ditertibkan or dievaluasi kli y mulai dr plang bus stop smp dgn pramudi yg bertugas di lapangan,2
475,Ojol hanyalah opang wfa perilakunya sama beringasnya sama gada standarisasi kedisplinan berkendara Angkot aja keliatan bedanya antar yg udh integrasi jaklingko vs kwk ghetto baik sbg penumpang maupun pengguna jalan,2
476,cengkeh Transjakarta Bantu jawab karena saya sering naik mikrotrans Selama ini saya pakai kartu Mandiri E Money dan BCA Flazz reguler tanpa logo Jaklingko bisa,0
477,Transjakarta aku pake kartu elektronik yang bukan jaklingko di maki maki supirnya,2
478,bego bgt dah angkot 26 gua lg nunggu jaklingko jd kealingan trs ga berenti tolol,2
479,Transjakarta Tanya min ini cuma untuk kartu yg udah ada logo janglingko pemebelian via vending mechine atau termasuk kartu yg tanpa logo jaklingko pembelian diluar chanel jakLingko,0
480,Yey jd gk usah bingung klo naik Mikrotrans kudu pake JakLingko atau kagak,1
481,Transjakarta Keren min tapi di lapangan supir nya tau gak info ini Nanti diomelin lagi gara2 gak tap pake kartu yg stiker jaklingko,2
482,Transjakarta Sebelumnya mikrotrans hanya menerima kartu yg ada keterangan jaklingko Skrg emoney biasa bisa ya,0
483,Transjakarta BCA Jaklingko itu sama aja kayak Flazz BCA Cuman beda desain aja,0
484,Transjakarta nah gini dong min jelas masa tiap mau naek mikrotrans supirnya beda beda pendapat ada yang bolehin pake emoney bank ada yang cuma boleh pake stiker jaklingko,0
485,Transjakarta Kalo 0 rupiah harus emoney jaklingko Atau bisa jg emoney mandiri yg biasa,0
486,Transjakarta Flazz bca udah bisa untuk naik jaklingko,0
487,Transjakarta Kalo kartu jaklingko itu dikeluarkan dr bank apa Min,0
488,Transjakarta Harus yang BCA Jaklingko ya min Atau bisa Flazz BCA biasa,0
489,aduh pake data lama udah ga relevan kayanya mengingat tahun segitu transportasi jkt masih awikwok blm ada lrt mrt jaklingko dll dan coverage akses masyarakat ke transum ga semudah sekarang,2
490,KRL penoeh djadwal TJ makin terbatas jaklingko tidak mendjangkaoe bodetabek teroes motor oentoek rakjat kecil minta dibatasi warga bodetabek jang komoeter ke djakarta gimana Ada ada sadja opini djelek matjam ini Lagi lagi rakjat vs rakjat ini,2
491,kenyataannya tetap lebih murah dan nyaman karena transportasi umum masih belum menjangkau tempat tinggal yg naik motor sayangnya jaklingko ga bisa mencakup jalan2 kecil di bodetabek juga,2
492,Transjakarta STIAP DEBAT SAMA PETUGAS SELALU DITUDUH KALO GA TAPOUT SEBELUMNYA UJUNGNYA KALO KALAH DEBAT SURUH WHATSAPP JAKLINGKO TAPI YA HASILNYA BELJM ADA MASIH SERING RANDOM KEPOTONG 2X,2
493,Sopir jaklingko aja masih galak2 bgt klo ada yg gak pake masker hahaha,2
494,Selamat pagi Dalam upaya meningkatkan kualitas layanan tersedia alat pembayaran sebelum menggunakan layanan Transjakarta pada Halte Jaklingko Tanah Abang yang bertujuan mempercepat mobilitas pelanggan Terima kasih YMW,0
495,Transjakarta Alhamdulliah akhirnya bisa bebas naik TJ amp Mikrotrans Jaklingko tanpa masker,1
496,Hai Kak Untuk pembayaran tersebut belum tersedia Pembayaran pada halte halte Transjakarta selain dengan menggunakan kartu flazz emoney brizzi tapcash jakcard kartu berlogo Jak Lingko bisa juga menggunakan Tiket QR aplikasi Tije dan aplikasi JakLingko Terima kasih RJ,0
497,Asli gua kemusuhan bgt sama app jaklingko Titiknya ga prnh lgsg diarahin ke pemberhentian terakhir Pasti ujungnya suruh jalan kek tah 1 halte stasiun sblm tujuan akhir Gua yg kena tegur petugasnya wkt udh tujuan akhir hhh,2
498,Transjakarta kenapa ada mikrotrans yang mengizinkan kartu selain jaklingko ya tapi ada juga yang ngewajibin pakai kartu logo jaklingko Jadinya wajib pakai kartu jaklingko kah,0
499,Hai kak Dalam upaya meningkatkan kualitas layanan tersedia alat pembayaran sebelum menggunakan layanan Transjakarta pada Halte Jaklingko Tanah Abang yang bertujuan mempercepat mobilitas pelanggan mohon info no kartu yang digunakan untuk kami lakukan kroscek Terima kasih NR,0
500,Lg naik jaklingko mau nyambung busway biasanya turun di pemberentian terakhir tp ini bisa2nya tanpa sadar mnta turun ke bapaknya dikira diblakang ada busway lewat Trnyataaaaa tidak untuk penumpang Kzl bgt krna kok gegabah sih mnta turun,0
501,Nungguin kek gembel berdiri menahan aroma PSB yang sangat amat mau dan akhirnya pindah tempat deket pangkalan Jaklingko sambil menunggu chat Eh baru dah dibales,0
502,Hai kak Mohon maaf atas kendala yang dialami mengenai saldo terpotong 2 kali silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi Whatsapp 0812 6000 1440 Phone 021 29223034 Email customercare co id Terima kasih RJ,0
503,Jol mimpi naek jaklingko,0
504,supir jaklingko harus dikasih faham nih,0
505,Bukan kek jaklingko gitu trs dia bilang gini ke gua kan saya juga gaenak kalo mau minta ke orang barangkali kalo ade bisa bantu saya buat nanti ongkos naik angkot alhamdulillahnya gua lgi ada sedikit rejeki buat bantu kakeknya ini yaudah gua kasih walaupun ngga banyak,0
506,Trs dia cerita tu dia abis naik jaklingko angkot ktanya duduk didpn samping supir pas dia mao ngambil kartu tu jaklingko pas dri dompet dompetnya tu ama dia malah ditaro samping duduk dia trs pas dia mao turun dia gatau lupa apa gimna ya maap soalnya dia cerita g begitu detail,0
507,Transjakarta tolong ya di respon mentang mentang jaklingko layanan gratis tapi supir bisa seenaknya sama penumpang,2
508,supir bisa bilang baik baik kalo gaboleh turun disitu ini saya dibentak bentak depan penumpang didalam angkot jaklingko saya gatau nomor mobilnya berapa tapi kejadian jam 22 15 tolong di edukasi lagi,2
509,Transjakarta hallo admin tolong edukasi lagi buat supir jaklingko 50 saya minta turun dekat lampu merah halte Rawa Buaya trus diturunin dibawah flyover saya gatau kalau ga boleh di lampu merahnya karena saya bukan tinggal daerah sini jadi gatau bus stop nya dimana,2
510,Transjakarta Ooo Seperti itu y soalnya sy gak tau krn sdh bbrp bulan ini udah gak naik turun jaklingko Klo bgtu bagus donk sdh mulai normal,1
511,di cari pacar yang mau TJ date KRL date Jaklingko date MRT date Gue mau,0
512,Transjakarta kenapa sih admin Transjakarta mewajibkan kartu jaklingko pdhl kan TOB di mikrotrans juga bisa kartu tanpa logo jaklingko jawab dong pertanyaan ini apa admin Transjakarta ga bisa jawab apa jgn2 ga pada pernah naik miktorans,2
513,AWAN Gue agak kaget dikit Ananta gak pernah cobain jaklingko dan adventurenya yang mirip fast n furious Jadi mau nyoba,0
514,Info jaklingko,0
515,dt Nah benar kan jadi penumpang TJ meningkat karena peralihan penumpang angkutan swasta ke TJ bukan peralihat PENGENDARA PRIBADI ke TJ dari awal juga disitu pointnya Lalu anies mau subsidi angkutan dalam bentuk apa lagi Dengan jaklingko yg gratis pun tidak beralih,0
516,Harusnya Jaklingko yang kebanyakan ntu fokus untuk buka trayek2 baru akuisisi konversi trayek angkot sekelas angkot lho Balikin rute yang seharusnya dilayani ama Minitrans or Metrotrans segera laksanakan sesuai pengaturan pre pandemic dulu Kira2 kek gitu sih mas,0
517,Rute pasca pandemi berantakan mentang2 armada Jaklingko kebanyakan n cuma gara2 gratis biar keliatan populis tapi ga realistis Rute padat yang dahulu dilayani bus medium n Lowdeck dilayani sama gituan Orang gabutuh gratis yang penting cepet keangkut Itu curhatan mereka2,2
518,mjb turun di tebet terus bisa naik jaklingko 48A atau TJ 6C 6D,0
519,Gw di jkt udh merasakan bgmna kebijakan P Anies dpt mengurangi beban hdp sehari dg menyediakan angkot jaklingko Gratis Tarif air bersih yg murah dari sblmnya Internet Gratis di masa Pandemi utk ank belajar di rmh Blm lagi yg lainnya sprti pendidikan kesehatan Masa tua dll,1
520,Manajemen kemaren mentingin Jaklingko bukan masalah gratisnya kalo nyatanya gabisa angkut smua kepadatan penumpang Semisal ada 60 orang di bus stop halte tapi yang dateng cuma Jaklingko muat 8 orang ga semua diakomodir Coba kalo yang dateng Metrotrans kan keangkut smua,0
521,Transjakarta Jaklingko juga udah ngga wajib Makanya stiker2 di jendela Jaklingko yang tulisan wajib masker di copot semua,0
522,Transjakarta Padahal tepat di depan gang rumah saya angkot jaklingko lewat tapi sopir ga mau ngangkut dengan alasan ga ada bus stop Transjakarta,2
523,JAKLINGKO Sudah dikerjakan di jakarta,0
524,supir jaklingko ya,0
525,Apakah jodohku akan ketemu di jaklingko bikos karna pulang pergi ngantor naik jaklingko Gak bisa gaet orang kantor karna mostly cewe dan sekalinya ada cowo dah ada istri dan anak sekalinya ada yg bujangan juga cuma satu dan doi dah dicariin jodoh sama ortunya karna arab,0
526,Transjakarta Jaklingko 41 1 Membahayakan penumpang ketika mau naik mobil langsung jalan di bus stop jl paus Rawamangun 2 Tidak mau berhenti di bus stop supir marah marah,2
527,Maaf mbak di stasiun Tanah Abang jaklingko pada ngetem,0
528,Ternyata tarif integrasi jaklingko emang bikin murah wkwk Yang atas itu tarif MRT dari Bundaran HI ke Blok M Padahal seharusnya bayar 8 000 tapi karena sebelumnya pake TJ jadi bayarnya cuma 2 250,1
529,Pagi Kak Pembayaran pada halte halte Transjakarta selain dengan menggunakan kartu flazz emoney brizzi tapcash jakcard kartu berlogo Jak Lingko bisa juga menggunakan Tiket QR aplikasi Tije dan aplikasi JakLingko Terima kasih YMW,0
530,Transjakarta Untuk pembelian tiket masuk busway apakah bisa dibeli di aplikasi JakLingko,0
531,jujur program transum nya anies bagus bgt gue ketolong jaklingko nya dulu oke oce angkot gratis tanpa ngetem keliling jakarta dari lenteng andara sampe cilandak gratis,1
532,Merry Kalo bkn jaklingko iya masih ngetem Yg jaklingko mh aman gada ngetem2an,1
533,Kenalan sama Aplikasi JakLingko yukk Aplikasi Jaklingko dapat membantu pelanggan dalam menggunakan semua moda transportasi public yang di DKI Jakarta dan sekitarnya lohh BersamaJakLingko,0
534,Tahukah kalian saat menggunakan fasilitas transportasi JakLingko wajib tap in dan tap out Kira kira kenapa ya BersamaJakLingko,0
535,gatau jurin org mana tapi dikit2 makan di foya ngopi di mbloc suka thrifting sm koleksi casette tape pokoknya cewe half downtown aaesthetic abieesssz setengah aja soalnya kemana2 masih suka pake mrt real downtown girl ride krl tj jaklingko only,0
536,Ada angkot jaklingko,0
537,Transjakarta Saya hari ini naik jaklingko jurusan senen pulogadung saya merasa kecewa dgn skap supir yg tdk baik buat saya pribadi saya mau nanya apa penumpang turun dipemberentian hrus sesuai dgn keinginan sang supir Saya kecewa saya diperlakuan tdk baik Tolong di seleksi untuk supir,2
538,Merry Emang ga ngetem JAKLINGKO,0
539,RAKYAT KELAS MENENGAH KE BAWAH DI INDONESIA BUTUH INI SEPERTI DI JAKARTA JakLingko,1
540,Merry Mbak nya tau JakLingko tidak,0
541,mempertimbangkan SE Kasatgas Covid Nomor 1 Tahun 2023 tanggal 9 Juni 2023 apakah Jaklingko sekarang sudah bebas masker Soalnya kemarin saya sempat debat dengan supir,0
542,kartu jaklingko gua kaga dibalikin monyetttt udah 7 bulan,0
543,Iyaa skrng jdi budak jaklingko wkwk soalnya lebih deket rumah sih,1
544,kanima Jaklingko brp bnyk di jakarta sesukses apa ngurangi kemacetan Jakarta tetep macet org tetep naik kendaraan pribadi mrk,0
545,Hehee skr naik jaklingko cuma 2000 kagak pake ngetem bikin macet,1
546,abang jaklingko,0
547,Fix ini gak pernah ke Jakarta atau emang belaga bloon aja buat si tuan Saat jadi Gubernur DKI ada subsidi transjakarta mrt lrt jakarta Bahkan ke lansia Dan ada Jaklingko Ohya Bus TJ ada yg pake listrik di subsidi pula Jadi omongannya sesuai rekam jejaknya dk DKI,0
548,mau tanya donk min jaklingko yang lewat SMPN 51 Jakarta Timur itu JAK berapa yah,0
549,Jangankan MRT mingggu kmren gue naik jaklingko udh masuk d suruh keluar gara gk pke masker,2
550,Transjakarta Ini bagai mana ya solusinya admin Saya sudah tanya jaklingko di twitter blm ada tanggapan sampai sekarang Kenapa bisa ada penalty ya naik transjakarta,0
551,baru tau dari kampung melayu ke mrt benhil dah ada jaklingko angkot asik bangeet dah 0 rupiah trus sat set ga ngetem di kokas alhasil kalo ke mrt benhil FULL 0 RUPIAHHH,1
552,Ini betul sih saya yg kerja di jkt sebelum ada kolaborasi Transportasi bernama jaklingko transportasi amburadul skrg setelah adanya jaklingko semakin tertata dan meningkatnya penumpang transum di tambah lagi pake 1 kartu utk semua angkot tije krl mrt dan lrt,1
553,yth admin jaklingko ini knp saya dikenakan penalty Rp 3 500 ya naik transjakarta padahal prosedurnya naik transjakarta tap ini tidak terpotong dan tap out seharusnya terpotong Saya sdh komplain ke transjakarta mereka infonya silahkan hubungi jaklingko,2
554,Hai kak dapat kami infokan kartu kakak dikenakan biaya penalty sebesar 3500 oleh PT Jaklingko Indonesia di Gate 2 Tosari pada 9 Juni 2023 jam 21 07 Silakan ajukan laporan ke agar di tindaklanjuti Terima kasih BR,0
555,berangkat ngegojek 55k pulang mau naik TJ ternyata jauh bener haltenya untung ada jaklingko lumayan 0 rupe,1
556,Dan gancinya bersatu dengan Yuta Yuta lainnya Ada kartu TJ kartu CL kartu JakLingko Lagian ya Emoney gue itu bisa dipake TJ ga bisa buat CL Bisa dipake buat CL ga bisa buat TJ Pusing lah,0
557,fess lamaa gaa ka kalo nunggu jaklingko,0
558,Sabagai kaum muda yang masih kuliah gua seneng bgt dengan hadirnya program angkutan gratisan alias JakLingko Terimakasih Pak Anies,1
559,irawannurinsan Samosir Jaklingko jaki jakpreneur revitalisasi trotoar dan gorong gorong ratusan KM Formula E Pembangunan 4 waduk limpah air sungai Tebet Eco Park JiS emang lu pikir program siapa ya kalo prestasi berkelanjutan terus menerus dijaga spt Audit BPK 5x WTP bagus donk namanya,0
560,hobi baru naik jaklingko 0rp,1
561,Transjakarta Apa sih bedanya aplikasi TiJe dan JakLingko Mohon informasinya Terima kasih,0
562,kartu jaklingko restock nich guys dm sudah ada saldonya ya boleh tanya tanya hihi cus jb,0
563,Transjakarta Naik mikrotrans biasa disebut jaklingko Ada banyak rute tinggal pilih yg cocok aja,1
564,Tetapi kartunya jaklingko he2 Gara2 gak bisa transit gratis lg di halte pasar pulogadung Bbrp lm kmd gak bisa transit gratis lg di halte pulogadung,0
565,N dulu semuanya mengenal jaklingko itu adlh nama angkutan umum y,0
566,Udah lama bgt gak keluar pake angkutan umum Nyampe pocin cengok udah ada escalator dari apart stasiun Mana bentukannya kece integrasi Turun cikini ada jaklingko aka angkot premium yg bisa tap2 emoney Keren euy berasa udik sayah wkwk,1
567,Ke beberapa kantor ke puskesmas msh wajib masker Naik Jaklingko JakSel wajib masker,0
568,Hai kak silakan naik Rute 9D arah Pasar Minggu turun di Halte M H Thamrin kemudian naik Rute 6B arah Ragunan untuk pembayaran layanan Transjakarta hanya dapat menggunkan kartu uang elektronik dan Apps Tije atau Apps Jaklingko Tks FN,0
569,Aku pertama kali me time tuh dari rumah naik jaklingko terus sambung lagi naik transjakarta sampe blok m hehe abis dari blok m turun di dukuh atas lanjut naik kereta di sudirman dan ga lupa makan lawson lawson nikmati kereta lalu lalang abis itu pulang deh,0
570,Naik bus Transjakarta turun di halte Jatinegara flyover tapi angkot gak ada yang mau berhenti terpaksa jalan kaki agak jauh ke halte berikutnya di pasar Enjo yang ada tanda bus stop jaklingko integrasi yang bagus,1
571,JAKLINGKO SEMUANYAA KOSONG AJGG JELEK BANGETTT,2
